sport,height_cm,weight_kg,bmi,position,Player,height,weight,Wingspan,Hand Length,Hand Width,source_file,processed_date,Sex,Arm Span,Leg Length,Torso Length,Spike Reach,Block Reach,weight_height_ratio,height_weight_ratio,cluster,pca_1,pca_2
gymnastics,163.0,78.85714285714286,23.772820313081258,GYMNAST,Aly Raisman,163 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1998250404905142,0.3963232430247987
gymnastics,160.0,78.85714285714286,23.772820313081258,GYMNAST,Oksana Chusovitina,160 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1857665915529338,0.5455963864294285
gymnastics,157.0,78.85714285714286,23.772820313081258,GYMNAST,Shilese Jones,157 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1717081426153535,0.6948695298340585
gymnastics,157.0,78.85714285714286,23.772820313081258,GYMNAST,Jade Carey,157 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1717081426153535,0.6948695298340585
gymnastics,142.0,47.0,23.30886728823646,GYMNAST,Simone Biles,142 cm,47.0 kg,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.33098591549295775,3.021276595744681,0,1.1353865192153454,1.6236271104041653
gymnastics,151.0,78.85714285714286,23.772820313081258,GYMNAST,Rebeca Andrade,151 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1435912447401924,0.9934158166433179
gymnastics,152.0,78.85714285714286,23.772820313081258,GYMNAST,Sunisa Lee,152 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1482773943860527,0.9436581021751081
gymnastics,152.0,78.85714285714286,23.772820313081258,GYMNAST,Jessica Gadirova,152 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1482773943860527,0.9436581021751081
gymnastics,160.0,78.85714285714286,23.772820313081258,GYMNAST,Viktoria Listunova,160 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1857665915529338,0.5455963864294285
gymnastics,152.0,78.85714285714286,23.772820313081258,GYMNAST,Angelina Melnikova,152 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1482773943860527,0.9436581021751081
gymnastics,165.0,78.85714285714286,23.772820313081258,GYMNAST,Asia D'Amato,165 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.2091973397822344,0.29680781408837864
gymnastics,165.0,78.85714285714286,23.772820313081258,GYMNAST,Larisa Iordache,165 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.2091973397822344,0.29680781408837864
gymnastics,150.0,78.85714285714286,23.772820313081258,GYMNAST,Alice D'Amato,150 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.1389050950943325,1.043173531111528
rowing,176.0,69.0,22.275309917355372,ROWER,Zoe Stevenson,176 cm,69 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.39204545454545453,2.550724637681159,2,-0.32525754375119337,-0.3619728529187718
rowing,179.0,80.0,24.968009737523797,ROWER,Emma Twigg,179 cm,80 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.44692737430167595,2.2375,1,-1.7952366869750171,-0.28827618400438554
rowing,179.0,74.0,23.095409007209515,ROWER,Grace Prendergast,179 cm,74 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4134078212290503,2.418918918918919,1,-0.8957204307846819,-0.45644983156304403
rowing,183.0,75.0,22.395413419331717,ROWER,Sarah Cook,183 cm,75 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4098360655737705,2.44,2,-0.7667396726491791,-0.7395386392660577
rowing,191.0,77.0,21.106877552698666,ROWER,Grace Luczak,191 cm,77 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4031413612565445,2.4805194805194803,2,-0.5330167298189937,-1.292788545057872
rowing,182.0,75.0,22.6421929718633,ROWER,Kerri Gowler,182 cm,75 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.41208791208791207,2.4266666666666667,2,-0.8358132828829308,-0.6625983509036524
rowing,177.0,76.0,24.258674071946118,ROWER,Viorica Neculai,177 cm,76 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4293785310734463,2.3289473684210527,1,-1.3470831260264273,-0.24160405236871385
rowing,181.0,74.0,22.587833094227893,ROWER,Kim Brennan,181 cm,74 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4088397790055249,2.445945945945946,2,-0.7542770667689719,-0.6119298405332453
rowing,182.0,70.0,21.132713440405748,ROWER,Katherine Grainger,182 cm,70 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.38461538461538464,2.6,2,-0.06881353195697332,-0.7924779074126534
rowing,178.0,70.0,22.093170054286073,ROWER,Helen Glover,178 cm,70 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.39325842696629215,2.5428571428571427,2,-0.3433039811418359,-0.4886683085444351
rowing,178.0,70.0,22.093170054286073,ROWER,Heather Stanning,178 cm,70 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.39325842696629215,2.5428571428571427,2,-0.3433039811418359,-0.4886683085444351
rowing,186.0,76.0,21.967857555786793,ROWER,Georgina Rowe,186 cm,76 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.40860215053763443,2.4473684210526314,2,-0.7123125689455557,-0.9427161084065064
tennis,176.0,63.0,20.33832644628099,TENNIS,Iga Świątek,176 cm,63 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.35795454545454547,2.7936507936507935,2,0.6694096810222102,-0.5264077426827894
tennis,183.0,77.0,22.99262444384723,TENNIS,Aryna Sabalenka,183 cm,77 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.4207650273224044,2.3766233766233764,1,-1.0642365939175085,-0.6872667413498695
tennis,181.0,70.0,21.36686914318855,TENNIS,Barbora Krejčíková,181 cm,70 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.3867403314917127,2.585714285714286,2,-0.13618590645253936,-0.7172364648934045
tennis,180.0,65.0,20.061728395061728,TENNIS,Coco Gauff,180 cm,65 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.3611111111111111,2.769230769230769,2,0.6023474724664923,-0.7708973472196795
tennis,183.0,70.0,20.902385858042937,TENNIS,Elena Rybakina,183 cm,70 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.3825136612021858,2.6142857142857143,2,-0.002245655533641627,-0.8672625193181642
tennis,175.0,68.0,22.20408163265306,TENNIS,Jessica Pegula,175 cm,68 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.38857142857142857,2.573529411764706,2,-0.23483287298649014,-0.3126957228546943
tennis,168.0,59.0,20.904195011337873,TENNIS,Simona Halep,168 cm,59 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.35119047619047616,2.847457627118644,2,0.8104773863489628,-0.035143839628451405
tennis,182.0,70.0,21.132713440405748,TENNIS,Petra Kvitová,182 cm,70 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.38461538461538464,2.6,2,-0.06881353195697332,-0.7924779074126534
tennis,167.0,60.0,21.513858510523864,TENNIS,Ons Jabeur,167 cm,60 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.3592814371257485,2.783333333333333,2,0.5542173831447991,0.07203485767369225
tennis,180.0,69.0,21.296296296296294,TENNIS,Naomi Osaka,180 cm,69 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,F,,,,,,0.38333333333333336,2.608695652173913,2,-0.04603815960170029,-0.6678297553693416
track_field,168.0,60.0,21.258503401360546,SPRINTER,Blessing Okagbare,168 cm,60 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.35714285714285715,2.8,2,0.6284877927590452,-0.005258654600783535
track_field,170.0,60.0,20.761245674740486,SPRINTER,Sha'Carri Richardson,170 cm,60 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.35294117647058826,2.8333333333333335,2,0.7742375284673371,-0.1582421103498545
track_field,166.0,58.0,21.04804761213529,SPRINTER,Marie-Josee Ta Lou,166 cm,58 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.3493975903614458,2.8620689655172415,2,0.8474453857576468,0.0881391617464561
track_field,152.0,52.0,22.506925207756233,SPRINTER,Shelly-Ann Fraser,152 cm,52 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.34210526315789475,2.923076923076923,0,0.9193824842910412,0.9934308878267624
track_field,165.0,59.0,21.6712580348944,SPRINTER,Carmelita Jeter,165 cm,59 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.3575757575757576,2.7966101694915255,2,0.5865610657467696,0.19668699211262447
track_field,167.0,64.0,22.948115744558788,SPRINTER,Dina Asher-Smith,167 cm,64 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.38323353293413176,2.609375,2,-0.15676108399815067,0.19657969703734907
track_field,170.0,60.0,20.761245674740486,SPRINTER,Merlene Ottey,170 cm,60 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.35294117647058826,2.8333333333333335,2,0.7742375284673371,-0.1582421103498545
track_field,178.8138528138528,78.85714285714286,23.772820313081258,HURDLER,Luminosa Bogliolo,,,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.273931121253835,-0.39053792992918784
track_field,170.0,64.0,22.145328719723185,HURDLER,Tobi Amusan,170 cm,64 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.3764705882352941,2.65625,2,0.07040556781569769,-0.04030238407733473
track_field,168.0,78.85714285714286,23.772820313081258,SPRINTER,Julien Alfred,168 cm,,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.4318662374378764,2.387949025397685,1,-1.2232557887198146,0.14753467068374884
track_field,168.0,60.0,21.258503401360546,SPRINTER,Tori Bowie,168 cm,60 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.35714285714285715,2.8,2,0.6284877927590452,-0.005258654600783535
track_field,168.0,63.0,22.321428571428577,SPRINTER,Elaine Thompson-Herah,168 cm,63 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.375,2.6666666666666665,2,0.0943584634942878,0.08608330659394847
track_field,152.0,52.0,22.506925207756233,SPRINTER,Shelly-Ann Fraser-Pryce,152 cm,52 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,F,,,,,,0.34210526315789475,2.923076923076923,0,0.9193824842910412,0.9934308878267624
