sport,height_cm,weight_kg,bmi,position,Player,height,weight,Wingspan,Hand Length,Hand Width,source_file,processed_date,Sex,Arm Span,Leg Length,Torso Length,Spike Reach,Block Reach,weight_height_ratio,height_weight_ratio,arm_span_ratio,arm_span_excess,leg_length_ratio,leg_length_excess,torso_length_ratio,torso_length_excess,upper_lower_ratio,hand_length_ratio,hand_shape_ratio,hand_area,weighted_height_cm,weighted_weight_kg,weighted_bmi,weighted_arm_span_ratio,weighted_leg_length_ratio,weighted_torso_length_ratio,weighted_hand_length_ratio,weighted_upper_lower_ratio,cluster,pca_1,pca_2,tsne_1,tsne_2
distance_running,165.0,56.0,20.569329660238754,DISTANCE RUNNER,Kenenisa Bekele,165 cm,56 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3393939393939394,2.9464285714285716,,,,,,,,,,,132.0,28.0,8.227731864095501,,,,,,4,-1.2730513752731818,-3.122380616485305,-10.596565,1.4872912
distance_running,176.0,61.0,19.692665289256198,DISTANCE RUNNER,Kelvin Kiptum,176 cm,61 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3465909090909091,2.8852459016393444,,,,,,,,,,,140.8,30.5,7.87706611570248,,,,,,4,-1.2946420454222072,-3.1463343967368096,-10.87012,2.1257563
distance_running,165.0,56.0,20.569329660238754,DISTANCE RUNNER,Haile Gebrselassie,165 cm,56 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3393939393939394,2.9464285714285716,,,,,,,,,,,132.0,28.0,8.227731864095501,,,,,,4,-1.2730513752731818,-3.122380616485305,-10.596565,1.4872912
distance_running,167.0,52.0,18.645344042454013,DISTANCE RUNNER,Eliud Kipchoge,167 cm,52 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.31137724550898205,3.2115384615384617,,,,,,,,,,,133.6,26.0,7.458137616981606,,,,,,4,-1.5897432816887624,-3.5312966482706285,-11.359414,1.3247341
distance_running,172.0,60.0,20.281233098972418,DISTANCE RUNNER,Wilson Kipsang,172 cm,60 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3488372093023256,2.8666666666666667,,,,,,,,,,,137.6,30.0,8.112493239588968,,,,,,4,-1.2343442804766167,-3.0790552533750737,-10.562743,1.9122486
distance_running,168.0,54.0,19.13265306122449,DISTANCE RUNNER,Dennis Kimetto,168 cm,54 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.32142857142857145,3.111111111111111,,,,,,,,,,,134.4,27.0,7.653061224489797,,,,,,4,-1.49731919694233,-3.3928395537531677,-11.252128,1.5458189
distance_running,168.0,,,DISTANCE RUNNER,Muktar Edris,168 cm,,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,,,,,,,,,,,,,134.4,,,,,,,,1,-10.3716426181637,2.7256851041509322,-20.734552,1.8736212
distance_running,175.0,63.0,20.571428571428573,DISTANCE RUNNER,Mo Farah,175 cm,63 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.36,2.7777777777777777,,,,,,,,,,,140.0,31.5,8.22857142857143,,,,,,4,-1.1318621847484547,-2.9837677549278974,-10.403024,2.1885269
gymnastics,170.0,,,GYMNAST,Sam Mikulak,170 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,85.0,,,,,,,,1,-10.375667946919187,2.7411155400858354,-21.191244,2.2157052
gymnastics,170.0,,,GYMNAST,Yul Moldauer,170 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,85.0,,,,,,,,1,-10.375667946919187,2.7411155400858354,-21.191244,2.2157052
gymnastics,170.0,,,GYMNAST,David Belyavskiy,170 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,85.0,,,,,,,,1,-10.375667946919187,2.7411155400858354,-21.191244,2.2157052
gymnastics,169.0,,,GYMNAST,Epke Zonderland,169 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,84.5,,,,,,,,1,-10.381119479993776,2.750281445199415,-20.60116,3.3203871
gymnastics,168.0,,,GYMNAST,Diego Hypólito,168 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,84.0,,,,,,,,1,-10.386571013068366,2.7594473503129966,-20.303741,3.159524
gymnastics,165.0,,,GYMNAST,Giarnni Regini-Moran,165 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,82.5,,,,,,,,1,-10.402925612292131,2.786945065653739,-20.163126,2.8626218
gymnastics,164.0,,,GYMNAST,Oleg Verniaiev,164 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,82.0,,,,,,,,1,-10.40837714536672,2.7961109707673204,-20.456928,2.452488
gymnastics,160.0,,,GYMNAST,Max Whitlock,160 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,80.0,,,,,,,,1,-10.430183277665073,2.8327745912216433,-20.1548,2.6018617
gymnastics,162.0,,,GYMNAST,Artur Dalaloyan,162 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,81.0,,,,,,,,1,-10.419280211515895,2.814442780994482,-20.376451,2.0056906
gymnastics,150.0,,,GYMNAST,Carlos Yulo,150 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,75.0,,,,,,,,1,-10.48469860841095,2.924433642357453,-20.147238,2.2061903
gymnastics,162.0,54.0,20.576131687242793,GYMNAST,Kōhei Uchimura,162 cm,54.0 kg,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.3333333333333333,3.0,,,,,,,,,,,81.0,81.0,37.03703703703703,,,,,,4,0.37821711261802704,-0.8110598355171939,-8.090475,3.264908
gymnastics,166.0,,,GYMNAST,Daiki Hashimoto,166 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,83.0,,,,,,,,1,-10.39747407921754,2.777779160540158,-20.687733,2.6449401
gymnastics,168.0,,,GYMNAST,Nikita Nagornyy,168 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,84.0,,,,,,,,1,-10.386571013068366,2.7594473503129966,-20.303741,3.159524
rowing,189.0,90.0,25.195263290501387,ROWER,Damir Martin,189 cm,90 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.47619047619047616,2.1,,,,,,,,,,,340.2,135.0,30.23431594860166,,,,,,0,1.7120142329903574,-0.5535162665335723,7.5711193,-0.5661972
rowing,177.0,72.0,22.981901752370007,ROWER,Fintan McCarthy,177 cm,72 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4067796610169492,2.4583333333333335,,,,,,,,,,,318.6,108.0,27.578282102844007,,,,,,4,0.7148388349064022,-1.0642062414774283,-6.193055,5.023776
rowing,177.0,72.0,22.981901752370007,ROWER,Paul O'Donovan,177 cm,72 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4067796610169492,2.4583333333333335,,,,,,,,,,,318.6,108.0,27.578282102844007,,,,,,4,0.7148388349064022,-1.0642062414774283,-6.193055,5.023776
rowing,191.0,88.0,24.12214577451276,ROWER,Andrew Triggs Hodge,191 cm,88 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4607329842931937,2.1704545454545454,,,,,,,,,,,343.8,132.0,28.94657492941531,,,,,,0,1.4242866113043278,-0.7299231440200833,7.878385,-1.3540626
rowing,190.0,87.0,24.099722991689752,ROWER,Lucerne Rotsee,190 cm,87 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.45789473684210524,2.1839080459770117,,,,,,,,,,,342.0,130.5,28.9196675900277,,,,,,0,1.3888394016769336,-0.7399101916439869,8.023657,-1.3571118
rowing,198.0,98.0,24.997449239873482,ROWER,Pete Reed,198 cm,98 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.494949494949495,2.020408163265306,,,,,,,,,,,356.40000000000003,147.0,29.996939087848176,,,,,,0,1.921915547170679,-0.5464296613479056,6.449131,-0.3975353
rowing,185.0,83.0,24.251278305332356,ROWER,Jurgen Grobler,185 cm,83 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4486486486486487,2.2289156626506026,,,,,,,,,,,333.0,124.5,29.101533966398826,,,,,,0,1.2976845688456147,-0.7446407181216279,8.40772,-1.3235697
rowing,200.0,103.0,25.75,ROWER,Ondřej Synek,200 cm,103 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.515,1.941747572815534,,,,,,,,,,,360.0,154.5,30.9,,,,,,0,2.2438626160284283,-0.4205969746860557,5.9469457,0.1229193
rowing,190.0,89.0,24.653739612188367,ROWER,Martin Sinković,190 cm,89 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.46842105263157896,2.134831460674157,,,,,,,,,,,342.0,133.5,29.58448753462604,,,,,,0,1.5664894638814968,-0.6412506006318219,7.7388806,-0.9289456
rowing,193.0,94.0,25.235576794007894,ROWER,James Cracknell,193 cm,94 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.48704663212435234,2.0531914893617023,,,,,,,,,,,347.40000000000003,141.0,30.28269215280947,,,,,,0,1.8464913451422027,-0.527553170017274,7.026447,-0.37799105
rowing,193.0,91.0,24.43018604526296,ROWER,Valent Sinković,193 cm,91 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.47150259067357514,2.120879120879121,,,,,,,,,,,347.40000000000003,136.5,29.316223254315553,,,,,,0,1.5816922288626887,-0.6643235796846911,7.3470626,-1.093265
rowing,195.0,100.0,26.298487836949377,ROWER,Steve Redgrave,195 cm,100 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.5128205128205128,1.95,,,,,,,,,,,351.0,150.0,31.558185404339252,,,,,,0,2.267186728082416,-0.35130575135740816,6.3058853,0.33109644
rowing,196.0,98.0,25.510204081632654,ROWER,Matthew Pinsent,196 cm,98 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.5,2.0,,,,,,,,,,,352.8,147.0,30.612244897959183,,,,,,0,2.032224715239188,-0.4709143749648906,6.5850277,0.0013654591
rowing,200.0,99.0,24.75,ROWER,Mahe Drysdale,200 cm,99 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.495,2.0202020202020203,,,,,,,,,,,360.0,148.5,29.7,,,,,,0,1.9004499863922877,-0.579744511795429,6.3029757,-0.4486175
rowing,189.0,88.0,24.635368550712467,ROWER,Hamish Bond,189 cm,88 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4656084656084656,2.147727272727273,,,,,,,,,,,340.2,132.0,29.562442260854958,,,,,,0,1.531566042266406,-0.6500935762920534,7.9025745,-0.9771098
rowing,198.0,100.0,25.507601265177023,ROWER,Eric Murray,198 cm,100 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.5050505050505051,1.98,,,,,,,,,,,356.40000000000003,150.0,30.609121518212426,,,,,,0,2.095349761276193,-0.4644244902494306,6.235263,-0.008813648
rowing,193.0,93.0,24.967113211092915,ROWER,Olaf Tufte,193 cm,93 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.48186528497409326,2.075268817204301,,,,,,,,,,,347.40000000000003,139.5,29.960535853311498,,,,,,0,1.757791910695273,-0.5723092174859132,7.0569644,-0.70466685
rowing,193.0,90.0,24.161722462347985,ROWER,Drew Ginn,193 cm,90 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.46632124352331605,2.1444444444444444,,,,,,,,,,,347.40000000000003,135.0,28.99406695481758,,,,,,0,1.4943208523006188,-0.7116375003539736,7.5350275,-1.3013182
soccer,193.0,92.0,24.69864962817794,SOCCER,Manuel Neuer,193 cm,92 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.47668393782383417,2.097826086956522,,,,,,,,,,,193.0,92.0,24.69864962817794,,,,,,0,1.193947405086845,-1.0484283946698738,0.82852113,1.5181316
soccer,183.0,76.0,22.694018931589476,SOCCER,Toni Kroos,183 cm,76 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.41530054644808745,2.4078947368421053,,,,,,,,,,,183.0,76.0,22.694018931589476,,,,,,4,0.35116018600030974,-1.4435216427463093,-5.1057816,2.1432827
soccer,168.0,70.0,24.801587301587304,SOCCER,N'Golo Kanté,168 cm,70 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4166666666666667,2.4,,,,,,,,,,,168.0,70.0,24.801587301587304,,,,,,4,0.5904453025603243,-1.193543052891219,-5.9417553,-0.02946344
soccer,177.0,75.0,23.93948099205209,SOCCER,Joshua Kimmich,177 cm,75 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.423728813559322,2.36,,,,,,,,,,,177.0,75.0,23.93948099205209,,,,,,4,0.5613794384597047,-1.2651929628761847,-4.886792,0.79301846
soccer,193.0,92.0,24.69864962817794,SOCCER,Virgil van Dijk,193 cm,92 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.47668393782383417,2.097826086956522,,,,,,,,,,,193.0,92.0,24.69864962817794,,,,,,0,1.193947405086845,-1.0484283946698738,0.82852113,1.5181316
soccer,191.0,91.0,24.94449165318933,SOCCER,Alisson Becker,191 cm,91 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.47643979057591623,2.098901098901099,,,,,,,,,,,191.0,91.0,24.94449165318933,,,,,,0,1.2144660938023,-1.0192292826406506,0.7087835,1.1020116
soccer,176.0,73.0,23.56663223140496,SOCCER,Antoine Griezmann,176 cm,73 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4147727272727273,2.410958904109589,,,,,,,,,,,176.0,73.0,23.56663223140496,,,,,,4,0.4356839888947443,-1.3408405924537865,-5.634657,1.0785394
soccer,185.0,78.0,22.79035792549306,SOCCER,Victor Osimhen,185 cm,78 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.42162162162162165,2.371794871794872,,,,,,,,,,,185.0,78.0,22.79035792549306,,,,,,4,0.4235278703545313,-1.4099652444786712,-4.404316,2.130259
soccer,172.0,66.0,22.30935640886966,SOCCER,Luka Modrić,172 cm,66 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.38372093023255816,2.606060606060606,,,,,,,,,,,172.0,66.0,22.30935640886966,,,,,,4,0.019378607185785084,-1.6281515534142663,-7.559167,1.958793
soccer,184.0,82.0,24.22022684310019,SOCCER,Sergio Ramos,184 cm,82 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.44565217391304346,2.2439024390243905,,,,,,,,,,,184.0,82.0,24.22022684310019,,,,,,0,0.8111247954245666,-1.1673880373063104,-2.0579355,1.1207598
soccer,177.0,75.0,23.93948099205209,SOCCER,Paulo Dybala,177 cm,75 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.423728813559322,2.36,,,,,,,,,,,177.0,75.0,23.93948099205209,,,,,,4,0.5613794384597047,-1.2651929628761847,-4.887001,0.7930205
soccer,195.0,95.0,24.983563445101908,SOCCER,Zlatan Ibrahimović,195 cm,95 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.48717948717948717,2.0526315789473686,,,,,,,,,,,195.0,95.0,24.983563445101908,,,,,,0,1.3395856131565087,-0.9998508356154616,1.5919011,1.2570264
soccer,187.0,85.0,24.307243558580453,SOCCER,Marc-André ter Stegen,187 cm,85 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.45454545454545453,2.2,,,,,,,,,,,187.0,85.0,24.307243558580453,,,,,,0,0.9135676398822192,-1.136064410907491,-1.1778699,1.3715297
soccer,191.0,94.0,25.766837531865903,SOCCER,Romelu Lukaku,191 cm,94 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.49214659685863876,2.0319148936170213,,,,,,,,,,,191.0,94.0,25.766837531865903,,,,,,0,1.4703084471992316,-0.9006465446880845,1.4299377,0.78565866
soccer,185.0,81.0,23.66691015339664,SOCCER,Karim Benzema,185 cm,81 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.43783783783783786,2.2839506172839505,,,,,,,,,,,185.0,81.0,23.66691015339664,,,,,,0,0.6748626289915615,-1.254133494869186,-2.8401358,1.4312027
soccer,175.0,69.0,22.53061224489796,SOCCER,Sadio Mané,175 cm,69 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.3942857142857143,2.536231884057971,,,,,,,,,,,175.0,69.0,22.53061224489796,,,,,,4,0.13610364078722187,-1.5495141149081575,-6.9440866,1.8491946
soccer,187.0,84.0,24.021275987303035,SOCCER,Cristiano Ronaldo,187 cm,84 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.44919786096256686,2.2261904761904763,,,,,,,,,,,187.0,84.0,24.021275987303035,,,,,,0,0.828644987803648,-1.1825340771757393,-1.6075253,1.5442544
soccer,170.0,69.0,23.87543252595156,SOCCER,Raheem Sterling,170 cm,69 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.40588235294117647,2.463768115942029,,,,,,,,,,,170.0,69.0,23.87543252595156,,,,,,4,0.3871456890796251,-1.341070177793401,-6.5502334,0.70514834
soccer,178.0,73.0,23.04002019946976,SOCCER,Kylian Mbappé,178 cm,73 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4101123595505618,2.4383561643835616,,,,,,,,,,,178.0,73.0,23.04002019946976,,,,,,4,0.33601942278499947,-1.4209765927542113,-5.8165383,1.7188523
soccer,195.0,94.0,24.720578566732414,SOCCER,Erling Haaland,195 cm,94 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.48205128205128206,2.074468085106383,,,,,,,,,,,195.0,94.0,24.720578566732414,,,,,,0,1.2567794104811076,-1.0382508689528793,1.3318887,1.4951822
soccer,181.0,70.0,21.36686914318855,SOCCER,Kevin De Bruyne,181 cm,70 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.3867403314917127,2.585714285714286,,,,,,,,,,,181.0,70.0,21.36686914318855,,,,,,4,-0.05073329894337001,-1.7286683876696876,-7.061572,2.6953547
soccer,175.0,68.0,22.20408163265306,SOCCER,Neymar Jr.,175 cm,68 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.38857142857142857,2.573529411764706,,,,,,,,,,,175.0,68.0,22.20408163265306,,,,,,4,0.050624509077259315,-1.6161448963669907,-7.239496,2.1074333
soccer,170.0,72.0,24.913494809688583,SOCCER,Lionel Messi,170 cm,72 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4235294117647059,2.361111111111111,,,,,,,,,,,170.0,72.0,24.913494809688583,,,,,,4,0.6667701107664206,-1.155472364582774,-5.5016146,-0.110587426
soccer,185.0,81.0,23.66691015339664,SOCCER,Robert Lewandowski,185 cm,81 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.43783783783783786,2.2839506172839505,,,,,,,,,,,185.0,81.0,23.66691015339664,,,,,,0,0.6748626289915615,-1.254133494869186,-2.8401358,1.4312027
soccer,188.0,86.0,24.332277048438208,SOCCER,Harry Kane,188 cm,86 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4574468085106383,2.186046511627907,,,,,,,,,,,188.0,86.0,24.332277048438208,,,,,,0,0.9471330125560927,-1.1268510928152138,-0.68676263,1.5915421
soccer,186.0,75.0,21.678806798473808,SOCCER,Jude Bellingham,186 cm,75 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4032258064516129,2.48,,,,,,,,,,,186.0,75.0,21.678806798473808,,,,,,4,0.13497553301752457,-1.616390861287361,-5.778361,2.98214
soccer,171.0,70.0,23.938989774631512,SOCCER,Phil Foden,171 cm,70 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4093567251461988,2.442857142857143,,,,,,,,,,,171.0,70.0,23.938989774631512,,,,,,4,0.42580586811356674,-1.3192693706312724,-6.273463,0.5893379
soccer,173.0,64.0,21.383941996057334,SOCCER,Bernardo Silva,173 cm,64 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.3699421965317919,2.703125,,,,,,,,,,,173.0,64.0,21.383941996057334,,,,,,4,-0.19554480354903467,-1.8169025969757036,-8.017418,2.3446236
soccer,176.0,73.0,23.56663223140496,SOCCER,Vinícius Júnior,176 cm,73 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4147727272727273,2.410958904109589,,,,,,,,,,,176.0,73.0,23.56663223140496,,,,,,4,0.4356839888947443,-1.3408405924537865,-5.634617,1.0785371
soccer,175.0,71.0,23.183673469387756,SOCCER,Mohamed Salah,175 cm,71 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4057142857142857,2.464788732394366,,,,,,,,,,,175.0,71.0,23.183673469387756,,,,,,4,0.30987502427422564,-1.4216706926542444,-6.345944,1.4038714
tennis,191.0,80.0,21.929223431375238,TENNIS,Grigor Dimitrov,191 cm,80 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.418848167539267,2.3875,,,,,,,,,,,229.2,80.0,19.736301088237713,,,,,,4,0.21195029780855326,-1.715462181395389,-4.1269183,3.5457768
tennis,198.0,86.0,21.93653708805224,TENNIS,Marin Čilić,198 cm,86 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.43434343434343436,2.302325581395349,,,,,,,,,,,237.6,86.0,19.74288337924702,,,,,,0,0.3773794201681317,-1.6708696956147502,-2.7989724,3.6730409
tennis,208.0,109.0,25.194156804733726,TENNIS,John Isner,208 cm,109 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.5240384615384616,1.908256880733945,,,,,,,,,,,249.6,109.0,22.674741124260354,,,,,,0,1.6794093467894973,-1.162308378569273,3.7042835,0.85798573
tennis,211.0,109.0,24.48282832820467,TENNIS,Reilly Opelka,211 cm,109 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.5165876777251185,1.9357798165137614,,,,,,,,,,,253.2,109.0,22.0345454953842,,,,,,0,1.5348725259347489,-1.250245042583102,3.685966,0.8676435
tennis,183.0,76.0,22.694018931589476,TENNIS,Roberto Bautista Agut,183 cm,76 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.41530054644808745,2.4078947368421053,,,,,,,,,,,219.6,76.0,20.42461703843053,,,,,,4,0.24391683799339756,-1.6356398299907364,-5.010849,2.726837
tennis,170.0,64.0,22.145328719723185,TENNIS,Diego Schwartzman,170 cm,64 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.3764705882352941,2.65625,,,,,,,,,,,204.0,64.0,19.93079584775087,,,,,,4,-0.16496536871300546,-1.8734883143687022,-7.9776707,2.0752218
tennis,193.0,85.0,22.819404547773097,TENNIS,Nick Kyrgios,193 cm,85 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.44041450777202074,2.2705882352941176,,,,,,,,,,,231.6,85.0,20.537464092995787,,,,,,0,0.514715617094963,-1.5467984017457719,-2.3494196,3.142375
tennis,196.0,95.0,24.729279466888798,TENNIS,Matteo Berrettini,196 cm,95 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.4846938775510204,2.0631578947368423,,,,,,,,,,,235.2,95.0,22.256351520199917,,,,,,0,1.1707521579728606,-1.2427109594040189,1.5992913,1.826021
