sport,height_cm,weight_kg,bmi,position,Player,height,weight,Wingspan,Hand Length,Hand Width,source_file,processed_date,Sex,Arm Span,Leg Length,Torso Length,Spike Reach,Block Reach,weight_height_ratio,height_weight_ratio,arm_span_ratio,arm_span_excess,leg_length_ratio,leg_length_excess,torso_length_ratio,torso_length_excess,upper_lower_ratio,hand_length_ratio,hand_shape_ratio,hand_area,weighted_height_cm,weighted_weight_kg,weighted_bmi,weighted_arm_span_ratio,weighted_leg_length_ratio,weighted_torso_length_ratio,weighted_hand_length_ratio,weighted_upper_lower_ratio,cluster,pca_1,pca_2,tsne_1,tsne_2
gymnastics,163.0,,,GYMNAST,Aly Raisman,163 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,81.5,,,,,,,,1,7.14261670556078,0.6479239835057741,41.835846,6.521127
gymnastics,160.0,,,GYMNAST,Oksana Chusovitina,160 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,80.0,,,,,,,,1,7.180128769253467,0.6733128652593702,40.55691,6.856232
gymnastics,165.0,,,GYMNAST,Giarnni Regini-Moran,165 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,82.5,,,,,,,,1,7.117608663098989,0.6309980623367096,40.458202,8.174075
gymnastics,164.0,,,GYMNAST,Oleg Verniaiev,164 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,82.0,,,,,,,,1,7.130112684329885,0.639461022921242,41.537952,7.100839
gymnastics,157.0,,,GYMNAST,Shilese Jones,157 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,78.5,,,,,,,,1,7.217640832946152,0.6987017470129671,39.58214,7.3077564
gymnastics,160.0,,,GYMNAST,Max Whitlock,160 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,80.0,,,,,,,,1,7.180128769253467,0.6733128652593702,40.55691,6.856232
gymnastics,157.0,,,GYMNAST,Jade Carey,157 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,78.5,,,,,,,,1,7.217640832946152,0.6987017470129671,39.58214,7.3077564
gymnastics,162.0,,,GYMNAST,Artur Dalaloyan,162 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,81.0,,,,,,,,1,7.155120726791676,0.6563869440903061,41.39512,6.301604
gymnastics,142.0,47.0,23.30886728823646,GYMNAST,Simone Biles,142 cm,47.0 kg,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,0.33098591549295775,3.021276595744681,,,,,,,,,,,71.0,70.5,41.95596111882563,,,,,,6,-1.0192494577071929,-0.7166207094902216,4.9742727,-9.232885
gymnastics,151.0,,,GYMNAST,Rebeca Andrade,151 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,75.5,,,,,,,,1,7.292664960331524,0.7494795105201603,39.047604,6.590471
gymnastics,152.0,,,GYMNAST,Sunisa Lee,152 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,76.0,,,,,,,,1,7.280160939100631,0.7410165499356278,39.665306,5.977299
gymnastics,152.0,,,GYMNAST,Jessica Gadirova,152 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,76.0,,,,,,,,1,7.280160939100631,0.7410165499356278,39.665306,5.977299
gymnastics,160.0,,,GYMNAST,Viktoria Listunova,160 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,80.0,,,,,,,,1,7.180128769253467,0.6733128652593702,40.55691,6.856232
gymnastics,152.0,,,GYMNAST,Angelina Melnikova,152 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,76.0,,,,,,,,1,7.280160939100631,0.7410165499356278,39.665306,5.977299
gymnastics,150.0,,,GYMNAST,Carlos Yulo,150 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,75.0,,,,,,,,1,7.30516898156242,0.7579424711046924,40.512943,5.411115
gymnastics,165.0,,,GYMNAST,Asia D'Amato,165 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,82.5,,,,,,,,1,7.117608663098989,0.6309980623367096,40.458202,8.174075
gymnastics,165.0,,,GYMNAST,Larisa Iordache,165 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,82.5,,,,,,,,1,7.117608663098989,0.6309980623367096,40.458202,8.174075
gymnastics,162.0,54.0,20.576131687242793,GYMNAST,Kōhei Uchimura,162 cm,54.0 kg,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.3333333333333333,3.0,,,,,,,,,,,81.0,81.0,37.03703703703703,,,,,,6,-0.8863388270389126,-1.041518761356088,4.620479,-8.863357
gymnastics,166.0,,,GYMNAST,Daiki Hashimoto,166 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,83.0,,,,,,,,1,7.105104641868094,0.6225351017521774,41.199703,7.703484
gymnastics,168.0,,,GYMNAST,Nikita Nagornyy,168 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,,,,,,,,,,,,,84.0,,,,,,,,1,7.0800965994063025,0.6056091805831131,41.641182,7.9947886
gymnastics,150.0,,,GYMNAST,Alice D'Amato,150 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,F,,,,,,,,,,,,,,,,,,75.0,,,,,,,,1,7.30516898156242,0.7579424711046924,40.512943,5.411115
rowing,189.0,90.0,25.195263290501387,ROWER,Damir Martin,189 cm,90 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.47619047619047616,2.1,,,,,,,,,,,340.2,135.0,30.23431594860166,,,,,,2,-1.9758217519255428,0.3595537496154901,-12.2506075,5.639047
rowing,177.0,72.0,22.981901752370007,ROWER,Fintan McCarthy,177 cm,72 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4067796610169492,2.4583333333333335,,,,,,,,,,,318.6,108.0,27.578282102844007,,,,,,0,-1.3731312796879276,-0.4441112582686819,-6.154223,6.9147906
rowing,177.0,72.0,22.981901752370007,ROWER,Paul O'Donovan,177 cm,72 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4067796610169492,2.4583333333333335,,,,,,,,,,,318.6,108.0,27.578282102844007,,,,,,0,-1.3731312796879276,-0.4441112582686819,-6.154223,6.9147906
rowing,176.0,69.0,22.275309917355372,ROWER,Zoe Stevenson,176 cm,69 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.39204545454545453,2.550724637681159,,,,,,,,,,,316.8,103.5,26.730371900826444,,,,,,0,-1.2541922827803111,-0.6624045287905685,-5.3441586,7.1282997
rowing,179.0,80.0,24.968009737523797,ROWER,Emma Twigg,179 cm,80 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.44692737430167595,2.2375,,,,,,,,,,,322.2,120.0,29.961611685028554,,,,,,0,-1.7249205160600278,0.11487048207562935,-9.222001,6.290867
rowing,179.0,74.0,23.095409007209515,ROWER,Grace Prendergast,179 cm,74 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4134078212290503,2.418918918918919,,,,,,,,,,,322.2,111.0,27.714490808651416,,,,,,0,-1.4250288018517607,-0.37204875964099415,-6.7330737,7.0579467
rowing,191.0,88.0,24.12214577451276,ROWER,Andrew Triggs Hodge,191 cm,88 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4607329842931937,2.1704545454545454,,,,,,,,,,,343.8,132.0,28.94657492941531,,,,,,2,-1.8276575234641395,0.12794260111079767,-11.638745,6.6558285
rowing,190.0,87.0,24.099722991689752,ROWER,Lucerne Rotsee,190 cm,87 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.45789473684210524,2.1839080459770117,,,,,,,,,,,342.0,130.5,28.9196675900277,,,,,,2,-1.8026140660348324,0.10401619839967796,-11.340264,6.520979
rowing,198.0,98.0,24.997449239873482,ROWER,Pete Reed,198 cm,98 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.494949494949495,2.020408163265306,,,,,,,,,,,356.40000000000003,147.0,29.996939087848176,,,,,,2,-2.144431749954983,0.4697478598806044,-13.791939,6.1467304
rowing,185.0,83.0,24.251278305332356,ROWER,Jurgen Grobler,185 cm,83 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4486486486486487,2.2289156626506026,,,,,,,,,,,333.0,124.5,29.101533966398826,,,,,,2,-1.7253801101369095,0.04972620442008702,-10.39335,6.343102
rowing,183.0,75.0,22.395413419331717,ROWER,Sarah Cook,183 cm,75 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4098360655737705,2.44,,,,,,,,,,,329.40000000000003,112.5,26.87449610319806,,,,,,0,-1.3890247689462643,-0.4842229986723164,-6.4905133,7.9781556
rowing,200.0,103.0,25.75,ROWER,Ondřej Synek,200 cm,103 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.515,1.941747572815534,,,,,,,,,,,360.0,154.5,30.9,,,,,,2,-2.3383788227221984,0.6851527041106319,-14.694624,5.747101
rowing,191.0,77.0,21.106877552698666,ROWER,Grace Luczak,191 cm,77 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4031413612565445,2.4805194805194803,,,,,,,,,,,343.8,115.5,25.3282530632384,,,,,,0,-1.3344559801982279,-0.6976248497320116,-6.8008084,9.114692
rowing,182.0,75.0,22.6421929718633,ROWER,Kerri Gowler,182 cm,75 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.41208791208791207,2.4266666666666667,,,,,,,,,,,327.6,112.5,27.170631566235958,,,,,,0,-1.4089265627595609,-0.4356456895025017,-6.7522984,7.648758
rowing,177.0,76.0,24.258674071946118,ROWER,Viorica Neculai,177 cm,76 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4293785310734463,2.3289473684210527,,,,,,,,,,,318.6,114.0,29.11040888633534,,,,,,0,-1.5701840122784243,-0.10485068636346391,-7.6735034,6.619573
rowing,190.0,89.0,24.653739612188367,ROWER,Martin Sinković,190 cm,89 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.46842105263157896,2.134831460674157,,,,,,,,,,,342.0,133.5,29.58448753462604,,,,,,2,-1.9004417599668502,0.2439257232151481,-11.940886,6.0430346
rowing,193.0,94.0,25.235576794007894,ROWER,James Cracknell,193 cm,94 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.48704663212435234,2.0531914893617023,,,,,,,,,,,347.40000000000003,141.0,30.28269215280947,,,,,,2,-2.0733773854908297,0.4409408784328116,-13.047087,5.709394
rowing,193.0,91.0,24.43018604526296,ROWER,Valent Sinković,193 cm,91 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.47150259067357514,2.120879120879121,,,,,,,,,,,347.40000000000003,136.5,29.316223254315553,,,,,,2,-1.925737963334308,0.24184546830325976,-12.465317,6.4758635
rowing,195.0,100.0,26.298487836949377,ROWER,Steve Redgrave,195 cm,100 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.5128205128205128,1.95,,,,,,,,,,,351.0,150.0,31.558185404339252,,,,,,2,-2.32299782856067,0.729167129468828,-14.156623,5.173826
rowing,196.0,98.0,25.510204081632654,ROWER,Matthew Pinsent,196 cm,98 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.5,2.0,,,,,,,,,,,352.8,147.0,30.612244897959183,,,,,,2,-2.19509371576329,0.5596877631411799,-13.707939,5.5269465
rowing,200.0,99.0,24.75,ROWER,Mahe Drysdale,200 cm,99 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.495,2.0202020202020203,,,,,,,,,,,360.0,148.5,29.7,,,,,,2,-2.144109646606445,0.4430168284444805,-14.108652,6.3019943
rowing,189.0,88.0,24.635368550712467,ROWER,Hamish Bond,189 cm,88 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4656084656084656,2.147727272727273,,,,,,,,,,,340.2,132.0,29.562442260854958,,,,,,2,-1.875580692178695,0.22113431740749492,-11.592557,5.9954147
rowing,198.0,100.0,25.507601265177023,ROWER,Eric Murray,198 cm,100 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.5050505050505051,1.98,,,,,,,,,,,356.40000000000003,150.0,30.609121518212426,,,,,,2,-2.2423519658612014,0.5933794148499284,-14.240689,5.741098
rowing,193.0,93.0,24.967113211092915,ROWER,Olaf Tufte,193 cm,93 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.48186528497409326,2.075268817204301,,,,,,,,,,,347.40000000000003,139.5,29.960535853311498,,,,,,2,-2.0236946721359224,0.37528496862446475,-12.923153,6.161663
rowing,181.0,74.0,22.587833094227893,ROWER,Kim Brennan,181 cm,74 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.4088397790055249,2.445945945945946,,,,,,,,,,,325.8,111.0,27.10539971307347,,,,,,0,-1.3831551685221033,-0.4708125809326908,-6.358437,7.610162
rowing,182.0,70.0,21.132713440405748,ROWER,Katherine Grainger,182 cm,70 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.38461538461538464,2.6,,,,,,,,,,,327.6,105.0,25.359256128486898,,,,,,0,-1.1899923145455187,-0.8696266060769756,-5.351448,8.259875
rowing,178.0,70.0,22.093170054286073,ROWER,Helen Glover,178 cm,70 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.39325842696629215,2.5428571428571427,,,,,,,,,,,320.40000000000003,105.0,26.511804065143288,,,,,,0,-1.2605264769746902,-0.6720458372026925,-5.4862685,7.556441
rowing,178.0,70.0,22.093170054286073,ROWER,Heather Stanning,178 cm,70 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.39325842696629215,2.5428571428571427,,,,,,,,,,,320.40000000000003,105.0,26.511804065143288,,,,,,0,-1.2605264769746902,-0.6720458372026925,-5.4861665,7.556761
rowing,193.0,90.0,24.161722462347985,ROWER,Drew Ginn,193 cm,90 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.46632124352331605,2.1444444444444444,,,,,,,,,,,347.40000000000003,135.0,28.99406695481758,,,,,,2,-1.8774952727300072,0.17401459599696872,-12.168709,6.7136855
rowing,186.0,76.0,21.967857555786793,ROWER,Georgina Rowe,186 cm,76 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,F,,,,,,0.40860215053763443,2.4473684210526314,,,,,,,,,,,334.8,114.0,26.36142906694415,,,,,,0,-1.3768801713030034,-0.5453150796494441,-6.568372,8.456293
soccer,193.0,92.0,24.69864962817794,SOCCER,Manuel Neuer,193 cm,92 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.47668393782383417,2.097826086956522,,,,,,,,,,,193.0,92.0,24.69864962817794,,,,,,0,-1.7062997227479875,0.03536815712246386,-7.9385123,-1.7333763
soccer,183.0,76.0,22.694018931589476,SOCCER,Toni Kroos,183 cm,76 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.41530054644808745,2.4078947368421053,,,,,,,,,,,183.0,76.0,22.694018931589476,,,,,,0,-1.193678421609294,-0.6350974669235897,-1.6789271,-3.5014718
